Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP
Andre Drummond,356,306,29.8,5.8,10.5,0.551,0,0.1,0.278,5.8,10.5,0.552,0.552,1.8,4.7,0.387,4.6,8.1,12.8,0.7,1.2,1.6,1.6,3.1,13.4,2.9,0.995,0.663,0.296,0.032,0.004,0.005,0.645,0.378,0.294,0.063,0.576,0.195,658,0,0,0,11,2,21.7,0.533,0.005,0.442,16.4,31.2,23.5,3.9,2.1,4.2,11,20.8,14.9,19.2,34.1,0.154,0,1.5,0.7,7.2
Jared Dudley,712,260,24.1,3,6.5,0.47,1.1,2.6,0.4,2,3.8,0.518,0.551,1.2,1.6,0.732,1,2.4,3.4,1.6,0.9,0.2,0.9,1.8,8.3,16.1,0.594,0.222,0.064,0.074,0.234,0.406,0.651,0.351,0.432,0.465,0.717,0.008,36,0.996,0.356,0.413,5,0,13.3,0.579,0.406,0.253,5,11.1,8,9.9,1.8,0.6,11.2,15,26.2,12.6,38.9,0.109,0,0,1.4,14.5
Mike Dunleavy,971,585,27.9,4,9.1,0.441,1.3,3.5,0.376,2.7,5.6,0.482,0.514,1.9,2.4,0.803,0.7,3.6,4.3,2.2,0.7,0.3,1.4,2,11.3,15.9,0.614,0.216,0.091,0.072,0.235,0.386,0.661,0.358,0.371,0.399,0.679,0.01,83,0.959,0.245,0.41,9,2,13.9,0.555,0.386,0.261,2.8,14.4,8.5,13,1.3,0.9,12.1,18.4,32.7,25.3,58,0.103,0,-0.2,0.3,15.9
Kris Dunn,49,6,17,1.5,3.9,0.373,0.3,0.9,0.283,1.2,3,0.401,0.407,0.6,1,0.58,0.3,1.9,2.2,2.6,0.9,0.4,1.4,2.1,3.8,13.6,0.762,0.249,0.15,0.083,0.28,0.238,0.5,0.414,0.313,0.333,0.237,0.031,6,0.615,0.283,0.308,0,0,7.8,0.433,0.238,0.259,2.2,13.3,7.6,20.9,2.7,2.3,23.8,15,-1,0.8,-0.1,-0.008,0,1.2,-3,-0.2
Kevin Durant,693,693,37.5,9.2,18.9,0.487,1.8,4.7,0.379,7.4,14.2,0.523,0.534,7.1,8,0.882,0.8,6.4,7.2,3.8,1.2,1,3.2,1.9,27.3,13.8,0.75,0.226,0.125,0.18,0.219,0.25,0.728,0.433,0.445,0.426,0.493,0.083,1057,0.753,0.063,0.4,6,0,25.2,0.608,0.25,0.423,2.5,18.4,10.8,18.2,1.6,2.1,12.4,30.3,83.9,34.3,118.3,0.218,0,0.3,5.1,46.3
Henry Ellenson,14,0,4,0.6,1.6,0.348,0.3,1,0.286,0.3,0.6,0.444,0.435,0.1,0.1,1,0.1,0.7,0.9,0.3,0,0,0.4,0.2,1.5,19.3,0.391,0.13,0.043,0.043,0.174,0.609,1,0,0,0.25,0.75,0,0,1,0.214,0,0,0,6,0.448,0.609,0.043,3.9,20.2,11.9,10.4,0,0,17.6,22.6,-0.1,0,-0.1,-0.065,0,-2.7,-7.6,-0.1
Wayne Ellington,486,123,20.1,2.8,6.8,0.412,1.1,2.9,0.374,1.7,3.9,0.44,0.492,0.7,0.8,0.852,0.3,1.8,2.1,1.1,0.5,0.1,0.7,1.1,7.4,17.8,0.574,0.14,0.073,0.069,0.292,0.426,0.619,0.318,0.352,0.407,0.563,0.014,43,0.823,0.258,0.403,6,0,10.7,0.516,0.426,0.123,1.8,10.1,5.9,8.6,1.3,0.3,8.7,17.3,6,3.3,9.3,0.046,0,-2.1,-2.9,-2.1
Monta Ellis,803,703,35.1,7,15.5,0.451,0.9,2.8,0.313,6.1,12.6,0.482,0.479,3.3,4.3,0.775,0.6,2.8,3.5,4.7,1.7,0.3,2.7,2.4,18.1,12.5,0.816,0.3,0.131,0.101,0.284,0.184,0.642,0.377,0.397,0.391,0.35,0.024,275,0.725,0.269,0.372,31,1,16.2,0.523,0.184,0.275,1.9,9.1,5.5,21.8,2.4,0.7,13.6,25.1,20,21.4,41.4,0.07,0,-0.7,-0.3,12.2
Joel Embiid,31,31,25.4,6.5,13.8,0.466,1.2,3.2,0.367,5.3,10.7,0.495,0.508,6.2,7.9,0.783,2,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,11.1,0.772,0.324,0.189,0.172,0.086,0.228,0.64,0.37,0.365,0.486,0.53,0.065,25,0.972,0.02,0,0,0,24.4,0.584,0.228,0.569,8.6,25.5,17,16.6,1.7,7.8,17.9,36.4,0.5,1.5,2,0.12,0,3.4,3.8,1.1
James Ennis,125,28,19.4,2.1,4.7,0.445,0.8,2,0.386,1.3,2.7,0.488,0.527,1.4,1.7,0.802,1,2.2,3.2,0.9,0.6,0.3,0.8,1.9,6.3,13.3,0.574,0.385,0.09,0.017,0.081,0.426,0.59,0.264,0.4,0.271,0.618,0.078,40,0.918,0.386,0.423,1,0,12.4,0.58,0.426,0.36,6.1,13,9.5,7.3,1.5,1.4,13,14.8,3.2,2.3,5.5,0.108,0,0.2,0.1,1.3
Tyler Ennis,109,8,11.5,1.5,3.6,0.409,0.3,0.9,0.316,1.2,2.7,0.439,0.448,0.3,0.4,0.727,0.2,0.9,1.2,1.8,0.4,0.1,1,1.2,3.5,11.4,0.751,0.343,0.183,0.129,0.096,0.249,0.548,0.306,0.451,0.289,0.292,0.005,2,0.806,0.184,0.444,1,0,8.7,0.466,0.249,0.112,2.2,9.2,5.7,23.9,2,0.4,21,18.6,-1.1,0.9,-0.1,-0.005,0,-2.2,-6.1,-1.3
Tyreke Evans,456,370,32.6,6.2,13.9,0.444,0.6,2.2,0.29,5.5,11.7,0.473,0.467,3.3,4.4,0.758,0.9,3.9,4.8,5.2,1.3,0.4,2.7,2.3,16.3,9.1,0.843,0.477,0.177,0.037,0.153,0.157,0.587,0.32,0.323,0.331,0.265,0.012,73,0.642,0.117,0.31,26,3,17.3,0.515,0.157,0.316,3.1,13.8,8.4,26.8,2.1,0.9,14.5,25.3,13.7,9.9,23.6,0.076,0,-0.2,0.9,10.9
Dante Exum,120,57,21.1,1.9,5.2,0.373,0.9,3,0.305,1,2.3,0.461,0.459,0.4,0.6,0.731,0.4,1.3,1.7,2.2,0.4,0.2,1.3,2,5.2,17,0.434,0.23,0.093,0.026,0.085,0.566,0.618,0.328,0.188,0.264,0.376,0.04,22,0.954,0.398,0.298,3,0,6.4,0.476,0.566,0.107,2,7.2,4.6,16,1.1,0.7,19.3,14.8,-1.1,1.8,0.7,0.014,0,-1,-3.4,-0.9
Kenneth Faried,395,358,26.1,4.8,8.8,0.546,0,0,0.111,4.8,8.8,0.548,0.546,2.3,3.6,0.652,3.2,5.4,8.6,1.1,0.8,0.9,1.4,2.6,12,4.1,0.995,0.603,0.289,0.061,0.042,0.005,0.657,0.405,0.333,0.288,0.662,0.179,574,0.5,0.167,0.667,6,0,19.7,0.576,0.005,0.406,13.6,23,18.2,6.6,1.5,2.6,11.9,19.6,22.2,11.8,34,0.158,0,0.8,1.5,9.2
Jordan Farmar,504,40,19.5,2.9,6.8,0.423,1.2,3.1,0.374,1.7,3.8,0.463,0.507,0.8,1,0.739,0.3,1.6,1.9,2.9,0.8,0.1,1.4,1.4,7.7,15.9,0.548,0.251,0.073,0.067,0.156,0.452,0.574,0.34,0.336,0.398,0.387,0.014,43,0.731,0.205,0.395,8,0,13.3,0.528,0.452,0.151,1.9,9.2,5.5,23.6,2,0.4,15.9,20,5.9,8,13.9,0.068,0,-1.6,-1.4,1.6
Derrick Favors,465,278,25.8,4.6,9,0.51,0,0.1,0.125,4.6,9,0.512,0.51,2.3,3.4,0.667,2.4,4.8,7.2,1.1,0.8,1.3,1.5,2.8,11.5,6.6,0.994,0.463,0.24,0.173,0.119,0.006,0.687,0.371,0.378,0.313,0.646,0.134,524,1,0.25,0.333,4,0,18.6,0.545,0.006,0.377,10.9,21.6,16.2,7.3,1.6,4.1,12.6,21.4,16.1,16.5,32.7,0.131,0,1.6,0.8,8.4
Kay Felder,32,0,10.4,1.7,4.1,0.409,0.2,0.6,0.35,1.5,3.5,0.42,0.436,0.9,1.3,0.698,0.1,1,1.1,1.5,0.4,0.2,0.7,1.1,4.5,11.4,0.848,0.326,0.129,0.136,0.258,0.152,0.512,0.059,0.389,0.5,0.191,0,0,0.714,0.35,0.429,0,0,11.8,0.48,0.152,0.326,1,10.4,5.8,21.6,1.9,1.5,13.2,22.9,0,0.3,0.3,0.042,0,-1,-4.9,-0.2
Cristiano Felicio,75,4,13.1,1.6,2.8,0.566,0,0.1,0,1.6,2.8,0.577,0.566,0.9,1.4,0.673,1.6,2.6,4.2,0.7,0.3,0.3,0.5,1.4,4.1,5.2,0.981,0.675,0.108,0.033,0.165,0.019,0.636,0.478,0.429,0.429,0.65,0.17,33,0,0,0,0,0,16.8,0.601,0.019,0.491,13.2,21,17.1,7.9,1.1,1.8,11.7,12.9,2.3,1.2,3.5,0.169,0,0.6,0.5,0.6
Raymond Felton,827,657,32.1,4.6,11,0.413,1,3,0.329,3.6,8,0.444,0.458,2,2.5,0.789,0.6,2.5,3.2,5.8,1.3,0.2,2.3,2.1,12.1,13.8,0.728,0.297,0.111,0.063,0.257,0.272,0.526,0.391,0.363,0.392,0.236,0.003,24,0.769,0.149,0.365,53,4,14,0.498,0.272,0.229,2.2,9.3,5.7,29.6,2.1,0.6,15.8,20.6,15.3,21.5,36.9,0.067,0,-0.6,-0.4,10.4
Yogi Ferrell,16,6,23.2,3.1,7.7,0.407,1.5,3.8,0.393,1.6,3.9,0.419,0.504,1.8,2.2,0.8,0.4,1.3,1.8,2.8,0.8,0.3,1.5,1.5,9.5,16.9,0.504,0.228,0.033,0.089,0.163,0.496,0.5,0.5,0.364,0.3,0.231,0,0,0.542,0.082,0.4,0,0,12.9,0.549,0.496,0.285,2,6.6,4.2,19,1.7,0.9,14.8,19.9,0.3,0.2,0.5,0.061,0,-1.7,-2.2,0
Dorian Finney-Smith,51,29,21.5,1.6,4,0.402,0.8,2.4,0.325,0.8,1.6,0.519,0.5,0.7,0.9,0.795,0.6,2,2.6,0.9,0.6,0.3,0.6,1.7,4.7,16.8,0.397,0.24,0.074,0.025,0.059,0.603,0.653,0.4,0,0.333,0.667,0.093,15,1,0.398,0.265,1,0,8.2,0.535,0.603,0.216,3.1,11.8,7.2,6.1,1.6,1.4,12.5,11.1,0.4,0.9,1.3,0.055,0,1.3,-0.8,0.3
Bryn Forbes,19,0,4.9,0.5,1.5,0.357,0.2,0.7,0.286,0.3,0.7,0.429,0.429,0.1,0.1,1,0.1,0.4,0.4,0.2,0.1,0,0,0.5,1.3,21,0.5,0.036,0.036,0.071,0.357,0.5,0,0,0.5,0.5,0.833,0,0,0.75,0.286,0.25,0,0,4.7,0.44,0.5,0.036,1.3,8.2,4.8,4.5,0.5,0,0,13.7,0,0.1,0.1,0.035,0,-2.4,-5.5,-0.1
Evan Fournier,292,150,25.7,4.2,9.4,0.445,1.4,3.8,0.381,2.8,5.6,0.488,0.522,1.9,2.4,0.797,0.4,2.1,2.5,2.1,0.8,0.1,1.5,2.4,11.8,14,0.599,0.302,0.141,0.053,0.103,0.401,0.631,0.343,0.381,0.325,0.468,0.019,48,0.85,0.204,0.409,9,0,13.1,0.561,0.401,0.257,1.9,9.2,5.5,13.1,1.5,0.2,12.5,20.6,7.7,4.1,11.8,0.076,0,-1.8,-1,1.9
Randy Foye,723,404,25.9,3.7,9.2,0.401,1.5,4.1,0.367,2.2,5.1,0.428,0.483,1.6,1.9,0.85,0.3,1.9,2.3,2.9,0.7,0.3,1.5,2.1,10.5,17.1,0.556,0.173,0.105,0.061,0.217,0.444,0.56,0.337,0.353,0.389,0.295,0.008,52,0.796,0.195,0.389,32,0,12.1,0.524,0.444,0.211,1.5,8.5,5,17.6,1.4,0.9,13,19.8,14.3,8.8,23.1,0.059,0,-1.6,-1.3,3.5
Tim Frazier,101,28,19.6,2.4,5.7,0.416,0.5,1.5,0.338,1.9,4.2,0.443,0.459,1.4,1.9,0.738,0.5,2,2.5,4.5,0.8,0.1,1.6,1.9,6.6,12.8,0.744,0.286,0.163,0.109,0.187,0.256,0.606,0.287,0.286,0.417,0.258,0.003,2,0.58,0.061,0.111,0,0,13.3,0.507,0.256,0.324,2.8,11.1,6.9,34.8,2,0.3,20.1,18.4,1.1,1.6,2.7,0.066,0,-1.1,-2.3,-0.1
Channing Frye,771,426,23.5,3.5,7.9,0.439,1.2,3.1,0.389,2.3,4.9,0.47,0.514,1.1,1.3,0.819,1,3.8,4.8,1,0.5,0.7,0.9,2.7,9.2,17.2,0.611,0.134,0.118,0.082,0.277,0.389,0.602,0.466,0.401,0.428,0.658,0.034,185,0.98,0.133,0.429,6,0,13.4,0.542,0.389,0.163,4.8,18.5,11.7,6.8,1.2,2.1,10,18.1,18.9,17,35.9,0.095,0,0.1,-0.1,8.9
Danilo Gallinari,441,371,31,4.5,10.9,0.417,1.8,4.9,0.368,2.8,6,0.457,0.499,4.2,4.9,0.859,0.8,3.9,4.6,2,0.8,0.4,1.3,1.9,15.1,16.4,0.553,0.232,0.08,0.056,0.185,0.447,0.593,0.328,0.358,0.373,0.482,0.053,231,0.899,0.203,0.391,14,2,16.3,0.578,0.447,0.452,2.8,14.1,8.4,9.6,1.3,1.1,9.2,20.3,30.1,8.2,38.3,0.134,0,-1.1,1,10.4
Langston Galloway,178,48,25.4,3.3,8.5,0.388,1.3,3.7,0.353,2,4.9,0.415,0.464,1.1,1.4,0.78,0.6,2.8,3.3,2.4,0.9,0.2,0.8,2.1,9,17.1,0.571,0.191,0.08,0.065,0.233,0.429,0.534,0.322,0.374,0.356,0.461,0.008,11,0.843,0.184,0.408,13,1,11.8,0.492,0.429,0.159,2.4,12.1,7.2,14.8,1.9,0.7,8.4,17.7,2.2,3.3,5.5,0.058,0,-0.7,-1,1.2
Marc Gasol,621,614,33.8,5.6,11.2,0.5,0.1,0.4,0.346,5.4,10.8,0.506,0.506,3.5,4.6,0.771,1.9,5.8,7.6,3.2,0.9,1.5,2,3,14.9,9.3,0.963,0.261,0.326,0.2,0.177,0.037,0.69,0.459,0.427,0.41,0.627,0.047,308,0.966,0.02,0.4,20,1,18.9,0.563,0.037,0.412,6.5,20.3,13.3,15.7,1.4,3.8,13.1,20.5,37.4,31,68.4,0.157,0,2.9,3.8,30.4
Pau Gasol,1094,1081,34.9,6.9,13.5,0.51,0.1,0.3,0.322,6.8,13.2,0.514,0.513,4.1,5.5,0.753,2.6,6.8,9.5,3.3,0.5,1.7,2.3,2.2,18,7.6,0.98,0.357,0.308,0.153,0.162,0.02,0.658,0.438,0.416,0.435,0.594,0.097,1337,0.968,0.408,0.387,4,0,21.5,0.565,0.02,0.405,8.6,21.6,15.2,16.6,0.8,3.5,12.5,23.5,85.1,49.1,134.2,0.168,0,2,3.5,53.2
Rudy Gay,753,715,35.6,7,15.4,0.452,1.1,3,0.345,5.9,12.4,0.479,0.486,3.4,4.3,0.796,1.5,4.4,5.9,2.3,1.3,0.8,2.4,2.5,18.4,12.4,0.802,0.258,0.186,0.156,0.201,0.198,0.626,0.41,0.439,0.384,0.359,0.091,917,0.819,0.205,0.383,34,1,16.7,0.532,0.198,0.279,4.8,14.5,9.6,11.2,1.9,1.8,12.2,24.8,22.4,25.1,47.5,0.085,0,0.1,0.5,16.8
Michael Gbinije,9,0,3.6,0.1,1.1,0.1,0,0.4,0,0.1,0.7,0.167,0.1,0.2,0.2,1,0.2,0.1,0.3,0.2,0,0,0,0.2,0.4,14.1,0.6,0.4,0,0,0.2,0.4,0.25,0,0,0,0,0,0,0,0,0,0,0,-2.1,0.184,0.4,0.2,6.8,3.5,5.2,7.8,0,0,0,15.2,-0.1,0,-0.1,-0.138,0,-2.8,-10.4,-0.1
Alonzo Gee,417,213,21.8,2.4,5.5,0.434,0.4,1.4,0.325,2,4.2,0.469,0.474,1.4,1.8,0.754,0.9,2.3,3.3,1.1,0.9,0.2,1.1,1.9,6.6,10.3,0.752,0.426,0.147,0.079,0.099,0.248,0.621,0.224,0.295,0.323,0.531,0.146,308,0.93,0.582,0.318,3,1,10.7,0.522,0.248,0.325,4.7,12.6,8.5,7.6,2.1,0.9,14.5,15.2,3.8,5.9,9.7,0.051,0,0.2,-1.4,1.4
Paul George,418,370,32.5,6,14,0.428,1.9,5.3,0.366,4.1,8.7,0.466,0.497,3.6,4.3,0.848,0.9,5.3,6.2,3.2,1.7,0.4,2.5,2.6,17.5,15.7,0.624,0.211,0.088,0.123,0.202,0.376,0.615,0.365,0.386,0.402,0.378,0.052,273,0.791,0.229,0.403,12,1,18.2,0.552,0.376,0.304,3.1,17.9,10.6,17,2.6,1,13.7,25.4,16.5,24.7,41.2,0.145,0,1.6,3.7,19.7
Jonathan Gibson,17,0,13.6,2.1,5.6,0.368,0.9,2.6,0.333,1.2,2.9,0.4,0.447,1.2,1.7,0.724,0.1,1.2,1.3,1.5,0.5,0,1.2,1.2,6.2,17.8,0.526,0.179,0.063,0.095,0.189,0.474,0.412,0.333,0.556,0.333,0.3,0,0,0.8,0.044,0.5,1,0,9.7,0.492,0.474,0.305,0.5,11.3,5.6,18.9,1.8,0,16.3,26.4,-0.3,0.2,-0.1,-0.03,0,-2.3,-5.5,-0.2
Taj Gibson,558,225,25.2,3.9,7.8,0.494,0,0.1,0.091,3.9,7.8,0.497,0.495,1.6,2.4,0.693,2.4,4,6.4,1,0.5,1.2,1.3,2.6,9.4,7.5,0.992,0.445,0.194,0.177,0.176,0.008,0.635,0.395,0.394,0.368,0.683,0.123,494,0.667,0.455,0.133,6,0,15.3,0.529,0.008,0.3,10.7,17.4,14.1,6.6,1.1,3.7,12.3,18.1,14.1,22.6,36.7,0.125,0,1.7,0,7
Manu Ginobili,968,349,25.9,4.5,10,0.448,1.5,3.9,0.371,3,6.1,0.498,0.521,3.4,4.1,0.827,0.7,2.9,3.6,3.9,1.4,0.3,2,2.1,13.8,13.9,0.608,0.292,0.136,0.076,0.103,0.392,0.621,0.409,0.389,0.347,0.393,0.018,152,0.805,0.203,0.388,32,0,20.7,0.585,0.392,0.407,3.1,12.9,8.1,24.8,2.8,0.9,14.8,24.8,58.3,44.9,103.3,0.197,0,1.3,5.3,46.4
Rudy Gobert,241,150,26.2,3,5.1,0.599,0,0,0,3,5.1,0.6,0.599,2.4,3.9,0.609,3,6.4,9.4,1.1,0.6,2.1,1.5,2.3,8.4,1.9,0.998,0.809,0.171,0.007,0.01,0.002,0.685,0.239,0.222,0.167,0.654,0.333,377,0,0,0,1,0,19.9,0.622,0.002,0.767,13.5,27.9,20.8,6.6,1.3,6.4,17.7,14.6,12.6,12.7,25.4,0.193,0,4.6,4.4,10.2
Archie Goodwin,153,15,14.5,2.2,5.2,0.419,0.3,1.2,0.23,1.9,4,0.473,0.445,1.6,2.2,0.698,0.5,1.5,2,1.2,0.4,0.2,1.3,1.2,6.2,9,0.776,0.53,0.137,0.03,0.079,0.224,0.572,0.22,0.292,0.317,0.356,0.077,53,0.805,0.213,0.211,5,0,11.1,0.5,0.224,0.429,3.9,11.3,7.5,13.1,1.5,1.2,16.9,22.2,-0.8,1.4,0.6,0.013,0,-1.3,-4.5,-1.4
Aaron Gordon,179,91,23.2,3.4,7.4,0.451,0.6,2.1,0.293,2.7,5.3,0.514,0.492,1.4,2.1,0.668,1.5,3.6,5.1,1.5,0.7,0.6,0.9,1.9,8.8,11.7,0.716,0.392,0.111,0.094,0.122,0.284,0.663,0.358,0.328,0.309,0.494,0.112,138,0.919,0.351,0.301,8,0,14.4,0.522,0.284,0.287,7.1,17.8,12.3,9.8,1.4,2,9.6,17.8,4.1,4,8.1,0.094,0,0.4,-0.2,1.8
Eric Gordon,468,406,33.6,5.7,13.1,0.434,2,5.3,0.384,3.6,7.8,0.468,0.512,3.3,4,0.816,0.5,2.1,2.5,3.2,1,0.3,2.2,2,16.7,14.9,0.593,0.275,0.129,0.046,0.144,0.407,0.588,0.353,0.325,0.389,0.437,0.021,116,0.861,0.125,0.38,16,0,15,0.561,0.407,0.306,1.5,7.2,4.3,16.1,1.6,0.7,12.8,22.9,19.7,5.9,25.6,0.078,0,-2.2,-0.5,5.8
Marcin Gortat,647,432,26.4,4.5,8,0.556,0,0,0.158,4.5,8,0.557,0.556,1.5,2.2,0.682,2.2,5.9,8.1,1,0.5,1.2,1.2,2.2,10.5,5.8,0.996,0.461,0.304,0.173,0.06,0.004,0.718,0.434,0.41,0.37,0.755,0.08,387,1,0,0,1,0,17.7,0.58,0.004,0.274,9.6,25.4,17.5,6.2,1,3.6,11.7,17.3,28.4,25.4,53.8,0.151,0,1.9,1,12.8
Treveon Graham,17,1,5.9,0.4,0.9,0.438,0.3,0.4,0.714,0.1,0.5,0.222,0.594,0.4,0.6,0.7,0.1,0.6,0.8,0.3,0.1,0,0.1,0.8,1.5,14.8,0.563,0.313,0.063,0.063,0.125,0.438,0.2,0,1,0,0.5,0,0,1,0.571,0.75,0,0,8.3,0.637,0.438,0.625,2.1,11.6,6.9,7,1,0,8.9,9.8,0.2,0.1,0.2,0.112,0,-1.2,-2.9,0
Jerami Grant,194,67,23.4,2.5,6.1,0.409,0.6,1.9,0.299,1.9,4.2,0.46,0.457,2,3.2,0.629,0.9,2.7,3.6,1.2,0.6,1.3,1.2,2.4,7.6,10.6,0.681,0.422,0.162,0.042,0.055,0.319,0.609,0.224,0.16,0.246,0.661,0.126,137,0.982,0.418,0.348,0,0,10.7,0.505,0.319,0.521,3.9,13,8.3,8.4,1.3,4.3,13.4,16.1,0.3,4.4,4.6,0.049,0,1.1,-2.2,-0.2
Jerian Grant,118,19,16.4,2,5,0.4,0.4,1.5,0.275,1.6,3.5,0.455,0.442,1.3,1.5,0.822,0.3,1.5,1.8,2.1,0.7,0.1,1,1.4,5.7,12.9,0.697,0.312,0.126,0.116,0.143,0.303,0.541,0.378,0.412,0.369,0.323,0.015,9,0.776,0.174,0.452,2,0,11.4,0.501,0.303,0.307,1.9,9.8,5.9,19.4,2.1,0.6,15.5,18.2,0.4,1.7,2.1,0.051,0,-1,-2.7,-0.4
Danny Green,446,380,24.9,3.2,7.4,0.428,1.8,4.5,0.404,1.3,2.9,0.465,0.551,0.8,1,0.819,0.5,2.9,3.4,1.6,1,0.8,1,1.7,9,18.3,0.389,0.167,0.075,0.054,0.093,0.611,0.604,0.362,0.303,0.39,0.656,0.015,36,0.941,0.348,0.407,12,0,13.8,0.572,0.611,0.132,2.6,12.7,7.8,9.3,2.1,2.4,11.6,16.2,11.6,18,29.6,0.128,0,2,3.4,15.2
Draymond Green,370,222,26.5,3.2,7.4,0.44,0.9,2.7,0.34,2.3,4.7,0.497,0.502,1.6,2.3,0.686,1.3,5.5,6.7,3.9,1.3,1,1.8,2.8,9,12.6,0.635,0.378,0.134,0.045,0.078,0.365,0.638,0.251,0.32,0.34,0.665,0.06,155,0.976,0.121,0.358,8,0,15.7,0.535,0.365,0.31,5.4,21.6,13.8,20,2.4,2.9,17.4,16.6,11.5,19.2,30.7,0.151,0,4,4.1,15.2
Gerald Green,528,116,19.7,3.5,8.5,0.419,1.3,3.6,0.36,2.3,4.9,0.461,0.495,1.3,1.6,0.814,0.5,2,2.5,1,0.5,0.3,1.2,1.9,9.7,16.9,0.578,0.162,0.077,0.127,0.212,0.422,0.615,0.409,0.418,0.389,0.475,0.057,220,0.869,0.273,0.384,15,1,13.1,0.528,0.422,0.194,3,11.3,7.1,8.5,1.4,1.1,11.4,23.6,5.5,8.5,14.1,0.065,0,-2,-2.4,-0.9
JaMychal Green,155,69,20.3,2.8,5.8,0.478,0.3,1,0.351,2.4,4.8,0.504,0.508,1.4,1.8,0.776,1.8,3.4,5.2,0.9,0.6,0.4,1.1,2.6,7.3,9.6,0.829,0.468,0.111,0.061,0.189,0.171,0.584,0.36,0.418,0.418,0.628,0.122,92,0.981,0.591,0.363,1,0,14,0.552,0.171,0.302,9.7,19.8,14.6,7.2,1.5,2,13.8,17,3.5,3.9,7.4,0.113,0,0.8,-0.3,1.4
Jeff Green,688,483,31.4,5,11.5,0.436,1,3,0.336,4,8.5,0.472,0.48,2.6,3.3,0.79,1,3.8,4.7,1.6,0.8,0.6,1.6,2.3,13.6,12.4,0.736,0.296,0.178,0.094,0.168,0.264,0.632,0.381,0.348,0.354,0.492,0.059,416,0.926,0.323,0.391,32,0,13.1,0.527,0.264,0.288,3.6,13.6,8.6,8.5,1.3,1.4,11.2,20.9,12.4,20.1,32.5,0.072,0,-0.3,-1.2,4.2
Blake Griffin,443,443,35.2,8.3,16.1,0.519,0.1,0.4,0.276,8.2,15.7,0.525,0.522,4.7,7,0.668,2.5,7,9.5,4.1,1,0.6,2.5,3,21.5,8.8,0.974,0.381,0.24,0.081,0.271,0.026,0.73,0.425,0.345,0.38,0.643,0.146,943,0.882,0.27,0.3,9,0,22.8,0.561,0.026,0.438,8.4,22.6,15.6,20.9,1.4,1.3,11.4,27.7,39.3,19.4,58.6,0.18,0,1.3,4.1,24
Justin Hamilton,95,20,17.8,2.3,5.1,0.463,0.6,1.9,0.304,1.7,3.1,0.561,0.521,0.7,0.9,0.795,1.2,2.4,3.7,0.8,0.6,0.7,0.7,1.5,6,13,0.617,0.315,0.173,0.063,0.065,0.383,0.669,0.506,0.433,0.323,0.723,0.052,23,0.982,0.332,0.246,0,0,13.7,0.548,0.383,0.173,7.8,14.8,11.3,7,1.6,3,10.9,15,1.7,1.3,3,0.085,0,0.4,-0.3,0.7
AJ Hammons,17,0,4.5,0.5,1.3,0.409,0.2,0.4,0.667,0.3,0.9,0.313,0.5,0.1,0.6,0.2,0.3,0.9,1.2,0.1,0,0.4,0.2,0.6,1.4,13.5,0.727,0.273,0.091,0.182,0.182,0.273,0.333,0,0.25,0.5,0.8,0.091,2,1,0.167,0,0,0,9.8,0.455,0.273,0.455,7.2,24.2,15.2,4.1,0,7,10.2,18.1,-0.1,0.1,0,0.014,0,1,-5.7,-0.1
Tim Hardaway,253,44,22.4,3.7,8.7,0.42,1.5,4.4,0.35,2.1,4.3,0.49,0.507,1.4,1.8,0.794,0.2,1.7,1.9,1.4,0.5,0.2,0.8,1.5,10.3,16.9,0.498,0.222,0.073,0.063,0.139,0.502,0.65,0.284,0.364,0.402,0.578,0.034,73,0.876,0.25,0.357,9,0,12.7,0.54,0.502,0.205,1.1,8.7,4.9,10.4,1.1,0.6,8,21,5.7,2.5,8.1,0.069,0,-3,-2.5,-0.8
James Harden,589,376,33.5,6.4,14.5,0.443,2.2,6,0.365,4.2,8.5,0.497,0.518,6.8,7.9,0.855,0.8,4.1,4.9,5.5,1.5,0.4,3.3,2.5,21.8,14.5,0.587,0.283,0.117,0.068,0.118,0.413,0.636,0.327,0.418,0.381,0.221,0.032,266,0.581,0.096,0.378,10,1,22.7,0.606,0.413,0.545,2.6,13.6,8.2,28.1,2.2,1,15.3,27.7,65.4,21.4,86.8,0.211,0,0.1,5.8,38.7
