Season,Player,Pos,Player_ID,url,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3
Inactive,Metta World Peace,SF,artesro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/artesro01.html,29,69,2452,15.6,0.512,0.369,0.253,3.2,13.4,8.5,16.2,2.3,0.7,10.8,24.5,1.6,4,5.5,0.108,1.1,1.2,2.3,2.7,0.401,15.5,0.631,0.249,0.068,0.076,0.237,0.369,0.402,0.496,0.225,0.367,0.366,0.399,0.278,0.011,0.778,0.196,0.307
Inactive,Michael Beasley,PF,beaslmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/beaslmi01.html,20,81,2009,17.2,0.528,0.085,0.252,6.5,19.8,13.1,7.7,1.1,1.5,10.2,27.7,1.2,2.2,3.4,0.081,-2.4,-1.9,-4.3,-1.2,0.472,11.4,0.915,0.284,0.165,0.135,0.331,0.085,0.478,0.555,0.462,0.403,0.451,0.407,0.551,0.04,0.909,0.296,0.458
Inactive,Michael Finley,SF,finlemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/finlemi01.html,35,81,2336,11.4,0.547,0.463,0.09,1.3,12.3,6.9,7.7,0.9,0.5,7.8,16.1,1.6,2.8,4.4,0.091,-0.6,0.1,-0.5,0.9,0.437,18.6,0.537,0.083,0.061,0.128,0.266,0.463,0.459,0.632,0.5,0.432,0.41,0.411,0.741,0.009,0.985,0.464,0.405
Inactive,Michael Redd,SG,reddmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/reddmi01.html,29,33,1203,17.9,0.566,0.349,0.294,2.3,8.5,5.3,13.2,1.5,0.1,7.9,25,2.3,0.9,3.2,0.128,3.2,-2,1.1,1,0.455,14.2,0.651,0.265,0.091,0.11,0.185,0.349,0.503,0.655,0.52,0.35,0.366,0.366,0.453,0.007,0.957,0.309,0.305
Inactive,Michael Ruffin,PF,ruffimi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/ruffimi01.html,32,11,35,10.3,0.381,0,0.286,20.9,18,19.5,0,4.7,2.3,20.2,13.3,0,0.1,0.1,0.08,-4.5,0,-4.5,0,0.286,0,1,1,0,0,0,0,0.286,0.286,0,0,0,0,0.5,0.143,0,0,0
Inactive,Mickael Pietrus,SG,pietrmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pietrmi01.html,26,54,1329,11.6,0.538,0.523,0.258,3.8,10.9,7.5,8,1.2,1.3,10.6,18.4,1,2,3,0.108,-0.2,0.7,0.5,0.8,0.413,16.6,0.477,0.256,0.035,0.031,0.155,0.523,0.473,0.569,0.267,0.538,0.348,0.359,0.635,0.075,0.913,0.623,0.374
Inactive,Mike Bibby,PG,bibbymi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bibbymi01.html,30,79,2740,16.3,0.544,0.426,0.17,1.6,10.3,6,24.2,1.9,0.3,10.6,20.6,4.4,2.5,6.9,0.121,2.6,-0.9,1.7,2.6,0.435,19.9,0.574,0.075,0.055,0.038,0.407,0.426,0.468,0.707,0.455,0.474,0.425,0.39,0.419,0,0.958,0.157,0.403
Inactive,Mike Conley,PG,conlemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/conlemi01.html,21,82,2508,14.3,0.548,0.297,0.27,1.2,12.5,6.8,23.7,1.9,0.3,14.9,17.9,2.7,1.9,4.5,0.086,0.5,-0.7,-0.2,1.1,0.442,13.3,0.703,0.318,0.097,0.073,0.215,0.297,0.458,0.522,0.338,0.358,0.452,0.406,0.149,0.007,0.955,0.272,0.39
Inactive,Mike Dunleavy,SG,dunlemi02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dunlemi02.html,28,18,495,14.4,0.52,0.388,0.28,3.1,12.1,7.6,14.2,1.2,1.3,12.7,26.3,0.1,0.4,0.5,0.048,-0.1,-2,-2.1,0,0.401,16.3,0.612,0.181,0.116,0.056,0.259,0.388,0.43,0.571,0.407,0.308,0.367,0.356,0.705,0.004,1,0.233,0.476
Inactive,Mike James,PG,jamesmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jamesmi01.html,33,40.66666667,1099.333333,8.466666667,0.452,0.295333333,0.134666667,1.666666667,8.5,5.033333333,18.5,1.433333333,0.2,13.26666667,18.13333333,-0.133333333,0.033333333,-0.066666667,-0.012666667,-2.8,-2.433333333,-5.166666667,-0.533333333,0.387,15.8,0.632,0.2,0.125,0.057,0.249,0.368,0.398,0.52,0.164,0.25,0.451,0.367,0.366,0,0.909,0.206,0.324
Inactive,Mike Miller,SF,millemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millemi01.html,28,73,2356,13.8,0.588,0.411,0.272,3.5,21.2,12,21.6,0.7,1,19.1,14.5,2.8,1.4,4.2,0.086,0.6,0.8,1.4,2.1,0.482,15.3,0.589,0.305,0.051,0.02,0.214,0.411,0.554,0.647,0.536,0.091,0.47,0.378,0.508,0.033,0.835,0.178,0.475
Inactive,Mike Taylor,PG,taylomi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/taylomi01.html,23,51,771,10.1,0.477,0.15,0.303,3.2,10,6.5,22.9,2.4,0,19.4,22.2,-0.9,0.4,-0.4,-0.028,-3.8,-1.7,-5.5,-0.7,0.412,9.6,0.85,0.404,0.217,0.079,0.15,0.15,0.427,0.454,0.414,0.286,0.45,0.325,0.268,0.034,0.692,0.175,0.429
Inactive,Mikki Moore,PF-C,mooremi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mooremi01.html,33,70,1202,8.9,0.593,0,0.296,7.6,17.7,12.7,6.6,0.7,1.2,17.1,10.6,1.2,0.9,2.1,0.083,-2.3,0.1,-2.2,-0.1,0.6,9.6,1,0.447,0.059,0.106,0.388,0,0.6,0.684,0.8,0.444,0.515,0,0.745,0.176,0,0,0
Inactive,Mo Williams,PG,willima01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willima01.html,26,81,2834,17.2,0.588,0.373,0.202,2.1,9.4,5.9,20.1,1.3,0.3,12.7,23.4,6.1,3.7,9.8,0.165,3,-0.7,2.3,3.1,0.467,17.1,0.627,0.12,0.106,0.116,0.285,0.373,0.486,0.57,0.479,0.466,0.461,0.436,0.286,0,0.803,0.39,0.451
Inactive,Monta Ellis,SG,ellismo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ellismo01.html,23,25,892,14.5,0.503,0.06,0.219,1.7,11.5,6.6,17.5,2.1,0.6,12.4,25.8,-0.1,0.3,0.2,0.012,-1.5,-1.8,-3.3,-0.3,0.451,11.8,0.94,0.3,0.133,0.1,0.407,0.06,0.46,0.636,0.439,0.326,0.371,0.308,0.323,0.021,0.375,0.269,0.286
Inactive,Morris Almond,SG,almonmo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/almonmo01.html,23,25,255,7.3,0.498,0.21,0.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,-0.1,0.2,0.1,0.01,-4.7,-2.1,-6.8,-0.3,0.407,11.6,0.79,0.37,0.099,0.074,0.247,0.21,0.438,0.467,0.375,0.667,0.35,0.294,0.857,0.012,1,0.588,0.3
Inactive,Morris Peterson,SG,petermo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/petermo01.html,31,43,515,10.7,0.499,0.464,0.104,3.1,16.6,9.9,5.2,1.6,0.3,7.3,19.3,0,0.6,0.6,0.058,-2.3,-2,-4.3,-0.3,0.399,18,0.536,0.131,0.071,0.093,0.24,0.464,0.408,0.5,0.538,0.471,0.295,0.388,0.75,0.005,0.909,0.482,0.463
Inactive,Mouhamed Sene,C,senesa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/senesa01.html,22,4,19.33333333,32.7,0.712333333,0,0.965666667,23.03333333,41.03333333,31.8,0,1.333333333,8.733333333,24.53333333,26.1,0.066666667,0.033333333,0.1,0.257666667,-4.233333333,-3.933333333,-8.1,0,0.5,3,1,0.5,0.5,0,0,0,0.5,0,1,0,0,0,0,0.5,0,0,0
Inactive,Nate Robinson,PG,robinna01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robinna01.html,24,74,2209,18.9,0.549,0.375,0.288,4.7,9.8,7.2,22.9,2.1,0.2,10.7,25.6,4.4,1.5,5.9,0.128,3.7,-1.1,2.6,2.6,0.437,14.3,0.625,0.299,0.08,0.091,0.156,0.375,0.504,0.596,0.402,0.426,0.425,0.325,0.284,0.008,0.768,0.223,0.372
Inactive,Nathan Jawai,PF,jawaina01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jawaina01.html,22,6,19,-7.6,0.25,0,0,6.2,6.1,6.2,0,0,0,33.3,14.6,-0.1,0,-0.1,-0.233,-12.6,-3.7,-16.3,-0.1,0.25,3.3,1,0.5,0.5,0,0,0,0.25,0.5,0,0,0,0,1,0,0,0,0
Inactive,Nazr Mohammed,C,mohamna01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mohamna01.html,31,39,341,7.7,0.438,0,0.396,12.8,15.9,14.3,3.9,0.8,3.9,16.2,19.6,-0.4,0.5,0,0.004,-6.4,-0.1,-6.5,-0.4,0.406,6.4,1,0.495,0.139,0.238,0.129,0,0.406,0.46,0.286,0.375,0.385,0,0.61,0.079,0,0,0
Inactive,Nenad Krstic,C,krstine01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/krstine01.html,25,46,1141,13.6,0.504,0,0.194,8.4,17.2,12.8,4.3,0.9,3.2,9.2,18.9,0.6,1.1,1.7,0.07,-3.1,-0.3,-3.4,-0.4,0.469,11.9,1,0.278,0.088,0.13,0.504,0,0.469,0.602,0.417,0.472,0.405,0,0.785,0.042,0,0,0
Inactive,Nene Hilario,C,hilarne01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hilarne01.html,26,77,2510,18.8,0.645,0.007,0.519,8.7,18.7,13.8,7.1,1.9,3.1,14.4,18.1,5.6,3.7,9.3,0.177,1.3,2.1,3.4,3.4,0.604,5,0.993,0.646,0.099,0.08,0.168,0.007,0.607,0.692,0.457,0.421,0.454,0.2,0.752,0.212,1,0,0
Inactive,Nick Collison,C,collini01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collini01.html,28,71,1831,14.8,0.599,0.005,0.318,11.2,19.7,15.4,5.8,1.4,2,13,13.5,3,2,5,0.13,-0.5,1,0.6,1.2,0.568,5.4,0.995,0.57,0.192,0.075,0.159,0.005,0.57,0.73,0.354,0.406,0.338,0,0.663,0.166,0,0,0
Inactive,Nick Young,SG,youngni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngni01.html,23,82,1837,13.1,0.53,0.217,0.255,1.9,7.8,4.8,9,1.1,0.9,9.9,23.1,1.2,-0.1,1.2,0.03,-1.1,-3.8,-4.9,-1.3,0.444,14.9,0.783,0.168,0.098,0.179,0.339,0.217,0.473,0.606,0.541,0.452,0.398,0.341,0.264,0.038,0.946,0.28,0.391
Inactive,Nicolas Batum,SF,batumni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/batumni01.html,20,79,1454,12.9,0.555,0.465,0.144,7,11.8,9.4,7.8,1.9,2.2,11.5,14,2.1,1.6,3.7,0.123,1.2,1.3,2.5,1.7,0.446,14.3,0.535,0.33,0.053,0.022,0.13,0.465,0.513,0.655,0.211,0,0.362,0.369,0.657,0.133,0.968,0.524,0.364
Inactive,O.J. Mayo,SG,mayooj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mayooj01.html,21,82,3120,14.2,0.539,0.295,0.219,2.2,10.1,6.1,15.5,1.6,0.3,13.8,24.5,1.5,1.8,3.4,0.052,0.7,-1.6,-0.9,0.9,0.438,15.4,0.705,0.209,0.096,0.109,0.292,0.295,0.461,0.496,0.447,0.393,0.465,0.384,0.281,0.029,0.807,0.161,0.41
Inactive,Oleksiy Pecherov,C,pecheol01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pecheol01.html,23,32,277,14.5,0.51,0.426,0.287,14.4,17.9,16.1,1.2,1.1,0.9,8.1,20.3,0.4,0.1,0.5,0.08,-0.8,-5.8,-6.6,-0.3,0.386,15.7,0.574,0.198,0.149,0.099,0.129,0.426,0.431,0.5,0.4,0.4,0.385,0.326,0.44,0.05,0.929,0.14,0.333
Inactive,Othello Hunter,PF,hunteot01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hunteot01.html,22,16,92,12.1,0.495,0,0.25,11.5,19.1,15.3,1.7,1.2,4.2,8.3,12.3,0,0.1,0.2,0.092,-4.2,0.2,-4,0,0.55,4.2,1,0.65,0.2,0,0.15,0,0.55,0.769,0,0,0.333,0,0.636,0.05,0,0,0
Inactive,Patrick O'Bryant,C,obryapa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/obryapa01.html,22,26,170,11.6,0.545,0.020666667,0.258666667,6.466666667,24.63333333,15.8,7.5,1.266666667,5.866666667,19.73333333,21.06666667,-0.133333333,0.333333333,0.2,0.053333333,-5.533333333,2.4,-3.1,-0.033333333,0.547,12.2,0.962,0.264,0.132,0.17,0.396,0.038,0.569,0.786,0.571,0.444,0.476,0,0.931,0.208,0,0,0
Inactive,Pau Gasol,C,gasolpa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gasolpa01.html,28,81,2999,22.2,0.617,0.002,0.42,10,19.3,14.7,14.8,0.9,2.1,11.3,20.4,9.8,4.2,13.9,0.223,3.3,1.7,5,5.3,0.567,6.2,0.998,0.426,0.295,0.175,0.102,0.002,0.567,0.667,0.523,0.492,0.402,0.5,0.574,0.12,1,0.5,1
Inactive,Paul Davis,PF,davispa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davispa01.html,24,27,320,10.7,0.474,0.01,0.347,9.8,14.5,12.1,6.1,1.6,0.7,10.3,17.9,0.1,0.2,0.2,0.037,-3.9,-1.7,-5.6,-0.3,0.408,10.1,0.99,0.347,0.122,0.153,0.367,0.01,0.412,0.559,0.25,0.533,0.278,0,0.725,0.041,0,0,0
Inactive,Paul Millsap,PF,millspa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millspa01.html,23,76,2290,18.6,0.576,0.005,0.435,13.1,21,17,9.8,1.8,2.5,12.6,20,4.5,3.3,7.7,0.162,1.3,1.9,3.3,3,0.534,5,0.995,0.619,0.135,0.101,0.139,0.005,0.537,0.636,0.366,0.368,0.385,0,0.648,0.119,0,0,0
Inactive,Paul Pierce,SF,piercpa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/piercpa01.html,31,81,3035,17.7,0.582,0.257,0.468,2.4,15.4,9.2,16.3,1.4,0.7,13.8,25.4,5.5,4.8,10.3,0.164,1.7,0.7,2.5,3.4,0.457,13.8,0.743,0.266,0.062,0.187,0.228,0.257,0.48,0.551,0.425,0.452,0.435,0.391,0.363,0.008,0.924,0.138,0.452
Inactive,Peja Stojakovic,SF,stojape01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stojape01.html,31,61,2089,12.5,0.531,0.534,0.145,2.6,12.7,7.6,6,1.4,0.1,6.3,18.8,1.9,1.9,3.8,0.087,0.6,-1.2,-0.6,0.7,0.399,19.3,0.466,0.092,0.043,0.092,0.239,0.534,0.424,0.591,0.355,0.348,0.401,0.378,0.62,0.001,0.979,0.352,0.37
Inactive,Pops Mensah-Bonsu,PF,mensapo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mensapo01.html,25,14.66666667,188.6666667,21.06666667,0.537333333,0.013333333,0.631,25.26666667,25.53333333,25.43333333,2.3,2,2.1,14.3,25.23333333,0,0.266666667,0.233333333,0.169,-1.633333333,-3.566666667,-5.2,-0.2,0.354,3.8,0.979,0.74,0.104,0.063,0.073,0.021,0.362,0.394,0.3,0.167,0.286,0,0.559,0.26,0,0,0
Inactive,Quentin Richardson,SG,richaqu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richaqu01.html,28,72,1894,11.6,0.51,0.493,0.175,4,14.8,9.2,9.4,1.2,0.3,9.3,18.2,1,1.1,2.1,0.054,-0.5,-1,-1.5,0.2,0.393,15.7,0.507,0.289,0.055,0.036,0.126,0.493,0.42,0.508,0.297,0.333,0.298,0.365,0.415,0.013,0.983,0.231,0.368
Inactive,Quincy Douby,PG,doubyqu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/doubyqu01.html,24,18,200,11.73333333,0.527333333,0.415666667,0.175,2.9,9.333333333,6.066666667,16.66666667,1.133333333,0.933333333,12.9,19.7,0,0,0.033333333,0.03,-1.266666667,-3.4,-4.733333333,-0.2,0.545,14.7,0.591,0.273,0.136,0.045,0.136,0.409,0.615,0.5,0.667,1,0.667,0.444,0,0,0.5,0.333,0.333
Inactive,Quinton Ross,SF,rossqu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rossqu01.html,27,68,1164,6.9,0.478,0.34,0.162,3,10.4,6.6,6.3,1.5,1,11.5,12.6,-0.1,0.7,0.6,0.025,-3.1,-0.5,-3.6,-0.5,0.382,16.2,0.66,0.185,0.077,0.069,0.328,0.34,0.386,0.521,0.35,0.389,0.318,0.375,0.576,0.004,1,0.568,0.42
Inactive,Rafer Alston,PG,alstora01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/alstora01.html,32,51.33333333,1631.333333,14.06666667,0.495666667,0.394666667,0.265,1.533333333,8.933333333,5.366666667,27.26666667,2.433333333,0.3,13.3,20.1,1.133333333,2.466666667,3.533333333,0.109,0.466666667,0.7,1.166666667,1.266666667,0.413,13,0.661,0.352,0.124,0.034,0.151,0.339,0.462,0.495,0.405,0.4,0.444,0.317,0.066,0,0.969,0.168,0.294
Inactive,Raja Bell,SG,bellra01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bellra01.html,32,44.66666667,1543.333333,10.3,0.552666667,0.425333333,0.142666667,2.066666667,10.16666667,6.166666667,9.266666667,1.1,0.266666667,10.16666667,15.63333333,1.333333333,1.066666667,2.4,0.070333333,0.3,-0.8,-0.5,0.6,0.44,19.3,0.651,0.069,0.034,0.075,0.473,0.349,0.464,0.657,0.294,0.421,0.454,0.395,0.752,0.006,0.943,0.299,0.358
Inactive,Rajon Rondo,PG,rondora01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rondora01.html,22,80,2642,18.8,0.543,0.063,0.353,4.8,13.9,9.6,39.7,3,0.3,19.2,19.2,4.8,5.1,9.9,0.179,2,2.5,4.5,4.3,0.505,7,0.937,0.557,0.141,0.084,0.154,0.063,0.518,0.624,0.271,0.375,0.436,0.313,0.313,0.02,0.4,0.229,0.182
Inactive,Ramon Sessions,PG,sessira01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sessira01.html,22,79,2173,17.6,0.525,0.044,0.457,3.3,11.7,7.3,34.6,2,0.3,14,22.4,3.5,2.1,5.6,0.123,1.1,-0.3,0.8,1.5,0.445,8.2,0.956,0.43,0.195,0.135,0.196,0.044,0.457,0.541,0.424,0.41,0.342,0.176,0.381,0.018,0.833,0.118,0.5
Inactive,Randolph Morris,C,morrira01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/morrira01.html,23,23,89,1.8,0.48,0,0.235,5.3,21,13.2,3.3,1.2,0.9,27.2,13.6,-0.1,0.1,0,-0.013,-8,-0.5,-8.5,-0.1,0.412,8.9,1,0.176,0.294,0.471,0.059,0,0.412,0.667,0.2,0.5,0,0,0.714,0,0,0,0
Inactive,Randy Foye,SG,foyera01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/foyera01.html,25,70,2494,13.7,0.517,0.314,0.277,1.5,8.8,5,20.5,1.5,0.8,12,22.6,2,1.1,3.1,0.059,0.9,-1.3,-0.4,1,0.407,14,0.686,0.276,0.123,0.078,0.208,0.314,0.428,0.491,0.364,0.377,0.402,0.36,0.233,0.016,0.766,0.185,0.404
Inactive,Rashad McCants,SG,mccanra01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccanra01.html,24,38.66666667,734,13.36666667,0.509,0.384,0.290666667,2.2,9.666666667,5.833333333,10.96666667,2.2,1,10.13333333,24.93333333,0.033333333,0.333333333,0.4,0.031,-0.666666667,-2.633333333,-3.266666667,-0.266666667,0.444,14.9,0.643,0.26,0.102,0.087,0.194,0.357,0.492,0.627,0.35,0.529,0.368,0.357,0.355,0.036,0.6,0.186,0.231
Inactive,Rashard Lewis,PF,lewisra02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lewisra02.html,29,79,2859,16.8,0.58,0.509,0.247,3.7,13.9,8.9,12.5,1.5,1.3,11.6,22,4.7,4.8,9.5,0.16,2.7,1.5,4.2,4.5,0.439,16.7,0.491,0.172,0.099,0.126,0.095,0.509,0.482,0.604,0.426,0.482,0.32,0.397,0.391,0.017,0.945,0.287,0.384
Inactive,Rasheed Wallace,C,wallara01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wallara01.html,34,66,2123,14.9,0.52,0.443,0.14,3.1,24.6,13.7,7.1,1.6,3.1,7.2,18.5,1.6,3.4,5.1,0.114,-0.3,1.7,1.4,1.8,0.419,18.2,0.557,0.088,0.076,0.229,0.164,0.443,0.471,0.619,0.564,0.436,0.398,0.354,0.614,0.025,0.991,0.129,0.293
Inactive,Rasho Nesterovic,C,nestera01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nestera01.html,32,70,1214,14.1,0.524,0.002,0.073,8.4,13.5,10.9,14.3,1.2,2.3,12.3,18.5,1.1,1.1,2.2,0.086,-1.1,0.4,-0.8,0.4,0.513,9.7,0.998,0.348,0.206,0.062,0.382,0.002,0.514,0.724,0.389,0.259,0.431,0,0.808,0.032,0,0,0
Inactive,Rasual Butler,SF,butlera01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/butlera01.html,29,82,2614,11.8,0.541,0.447,0.137,2.3,10.2,6.3,4.8,1.1,2,6.5,16.8,2.2,2.4,4.6,0.084,-0.3,-0.2,-0.5,1,0.433,17.5,0.553,0.143,0.064,0.101,0.245,0.447,0.468,0.67,0.392,0.383,0.406,0.39,0.678,0.037,0.929,0.443,0.459
Inactive,Ray Allen,SG,allenra02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/allenra02.html,33,79,2876,17.3,0.624,0.467,0.239,2.9,8.6,5.9,12.6,1.3,0.4,10.4,20.8,7.4,3.7,11.1,0.186,4.3,-0.3,3.9,4.3,0.48,17,0.533,0.188,0.058,0.096,0.191,0.467,0.542,0.641,0.517,0.52,0.462,0.409,0.54,0.003,0.925,0.379,0.478
Inactive,Raymond Felton,PG,feltora01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/feltora01.html,24,82,3086,13.7,0.483,0.191,0.251,2.2,10.2,6.2,31.1,2.2,0.8,15.9,21.9,0.6,3.7,4.3,0.066,-0.6,0.5,-0.1,1.4,0.408,13.3,0.809,0.3,0.104,0.073,0.331,0.191,0.437,0.471,0.425,0.43,0.412,0.285,0.295,0.003,0.949,0.217,0.311
Inactive,Reggie Evans,PF,evansre01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/evansre01.html,28,79,1137,10.4,0.514,0.006,0.983,14.1,24,19,3.3,1.9,0.6,21.3,13,0.3,1.6,1.9,0.079,-3.3,0.1,-3.1,-0.3,0.444,1.5,0.994,0.831,0.152,0,0.011,0.006,0.446,0.439,0.519,0,0,0,0.506,0.073,0,1,0
Inactive,Renaldo Balkman,PF,balkmre01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/balkmre01.html,24,53,780,16.8,0.585,0.036,0.33,13.2,16.9,15.1,6.9,3.1,2.3,13.4,14.9,1.3,1.3,2.6,0.162,0.5,2.2,2.7,0.9,0.558,4.5,0.964,0.736,0.056,0.02,0.152,0.036,0.568,0.621,0.545,0.5,0.333,0.286,0.657,0.188,1,0.143,0
Inactive,Richard Hamilton,SG,hamilri01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamilri01.html,30,67,2279,16.9,0.529,0.182,0.252,2.3,8.6,5.4,23.9,1,0.1,10.3,27,3.1,1.4,4.5,0.095,2.1,-2.2,-0.1,1.1,0.447,15,0.818,0.156,0.061,0.229,0.371,0.182,0.464,0.644,0.422,0.448,0.406,0.368,0.654,0.002,0.971,0.537,0.392
Inactive,Richard Jefferson,SF,jefferi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jefferi01.html,28,82,2939,15.4,0.554,0.239,0.424,2.2,13.3,7.5,11.7,1.2,0.4,10.2,24.6,4.2,2.4,6.6,0.109,1,-1.2,-0.2,1.3,0.439,13.8,0.761,0.261,0.092,0.096,0.312,0.239,0.453,0.571,0.416,0.342,0.399,0.397,0.587,0.046,0.931,0.394,0.443
Inactive,Ricky Davis,SG,davisri01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davisri01.html,29,36,785,7.1,0.445,0.453,0.147,1.3,7.7,4.4,16.4,1.3,0.5,13,17.4,-0.6,0.2,-0.4,-0.027,-3.2,-2.5,-5.7,-0.7,0.339,19.3,0.547,0.09,0.033,0.102,0.322,0.453,0.358,0.591,0.125,0.28,0.342,0.315,0.604,0.004,0.943,0.333,0.351
